Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company
100182,TX2946,2024-07-20 16:08:00,2024-07-20 16:32:42,1482,1.93,17,13,7.88,5.04,5.0,2,19.92,No Charge,Blue Ribbon
100183,TX9341,2024-10-16 15:55:00,2024-10-16 16:23:08,1688,11.38,52,65,30.56,3.66,0.0,1,35.22,Cash,Flash Cab
100184,TX3440,2024-01-15 10:02:00,2024-01-15 10:16:21,861,14.42,66,18,37.86,8.04,5.0,3,53.9,Mobile,Medallion
100185,TX9311,2024-04-26 05:21:00,2024-04-26 05:37:05,965,8.16,66,69,22.83,6.17,0.0,2,31.0,No Charge,Medallion
100186,TX6040,2024-04-19 09:36:00,2024-04-19 10:13:25,2245,16.41,4,77,42.63,3.68,0.0,3,49.31,No Charge,Blue Ribbon
100187,TX8871,2024-08-26 22:38:00,2024-08-26 23:36:26,3506,19.46,22,68,49.95,5.78,0.0,0,55.73,No Charge,Yellow Cab
100188,TX1310,2024-10-26 09:47:00,2024-10-26 10:38:28,3088,5.22,57,41,15.78,5.73,0.0,1,22.51,No Charge,Yellow Cab
100189,TX2020,2024-05-30 14:30:00,2024-05-30 15:22:08,3128,4.48,18,67,14.0,5.02,5.0,3,27.02,Credit Card,Medallion
100190,TX9734,2024-04-28 14:19:00,2024-04-28 15:09:12,3012,9.83,44,70,26.84,3.77,0.0,3,33.61,Mobile,Blue Ribbon
100191,TX4684,2024-08-10 08:55:00,2024-08-10 09:33:03,2283,4.25,39,37,13.45,2.47,5.0,2,22.92,Credit Card,Taxi Affiliation
100192,TX2996,2024-04-25 16:20:00,2024-04-25 16:57:45,2265,7.3,74,70,20.77,9.34,0.0,2,32.11,No Charge,Taxi Affiliation
100193,TX5712,2024-10-25 05:05:00,2024-10-25 05:33:33,1713,19.11,11,45,49.11,8.05,0.0,0,57.16,No Charge,Blue Ribbon
100194,TX3249,2024-09-29 08:20:00,2024-09-29 08:57:42,2262,4.67,14,76,14.46,8.28,0.0,2,24.74,Credit Card,Yellow Cab
100195,TX2641,2024-01-19 17:35:00,2024-01-19 18:25:43,3043,18.15,53,43,46.81,2.26,0.0,0,49.07,No Charge,Flash Cab
100196,TX8793,2024-09-05 06:20:00,2024-09-05 07:17:37,3457,3.18,62,26,10.88,9.65,0.0,3,23.53,Mobile,Blue Ribbon
100197,TX9767,2024-04-14 03:59:00,2024-04-14 04:48:05,2945,1.65,5,23,7.21,7.69,5.0,1,20.9,No Charge,Yellow Cab
100198,TX5742,2024-12-06 06:44:00,2024-12-06 06:51:28,448,19.94,5,2,51.11,3.97,2.5,1,58.58,Mobile,Medallion
100199,TX3198,2024-08-07 17:11:00,2024-08-07 17:23:19,739,18.6,65,60,47.89,3.35,2.5,3,56.74,Mobile,Yellow Cab
100200,TX1230,2024-10-21 17:31:00,2024-10-21 17:43:41,761,6.95,44,38,19.93,7.31,0.0,1,28.24,Credit Card,Yellow Cab
100201,TX2421,2024-08-10 16:36:00,2024-08-10 17:24:36,2916,17.99,52,13,46.43,8.27,5.0,2,61.7,Credit Card,Yellow Cab
100202,TX8319,2024-06-23 02:03:00,2024-06-23 02:30:05,1625,18.75,35,43,48.25,0.07,2.5,1,51.82,Mobile,Medallion
100203,TX2936,2024-09-20 10:38:00,2024-09-20 11:22:06,2646,0.72,60,40,4.98,6.54,0.0,0,11.52,Credit Card,Taxi Affiliation
100204,TX5833,2024-09-07 01:00:00,2024-09-07 01:39:18,2358,18.5,48,29,47.65,8.88,0.0,0,56.53,Credit Card,Yellow Cab
100205,TX9998,2024-06-23 08:25:00,2024-06-23 08:40:27,927,9.37,61,69,25.74,9.89,0.0,3,38.63,Credit Card,Yellow Cab
100206,TX9653,2024-09-04 22:55:00,2024-09-04 23:51:31,3391,12.12,47,10,32.34,7.87,5.0,3,48.21,Cash,Flash Cab
100207,TX3695,2024-10-28 23:56:00,2024-10-29 00:38:23,2543,18.11,42,67,46.71,2.02,5.0,1,54.73,No Charge,Flash Cab
100208,TX1911,2024-09-04 22:30:00,2024-09-04 22:49:01,1141,14.48,59,17,38.0,4.89,5.0,3,50.89,No Charge,Taxi Affiliation
100209,TX7487,2024-07-24 13:31:00,2024-07-24 13:39:56,536,11.4,33,1,30.61,6.73,0.0,0,37.34,Credit Card,Medallion
100210,TX2130,2024-01-27 20:08:00,2024-01-27 20:16:05,485,8.76,61,5,24.27,7.0,5.0,0,36.27,Mobile,Taxi Affiliation
100211,TX7266,2024-03-06 18:42:00,2024-03-06 19:39:29,3449,3.14,58,49,10.79,6.42,2.5,2,21.71,No Charge,Flash Cab
100212,TX3924,2024-09-05 19:47:00,2024-09-05 20:37:10,3010,17.55,69,51,45.37,1.33,0.0,0,46.7,Credit Card,Yellow Cab
100213,TX9715,2024-10-31 04:46:00,2024-10-31 04:51:14,314,15.25,49,30,39.85,9.78,2.5,3,55.13,Credit Card,Taxi Affiliation
100214,TX7868,2024-05-06 06:47:00,2024-05-06 07:02:35,935,5.88,3,31,17.36,9.37,0.0,0,26.73,Credit Card,Flash Cab
100215,TX1724,2024-02-06 23:38:00,2024-02-07 00:23:32,2732,1.15,52,57,6.01,5.98,0.0,1,12.99,Credit Card,Medallion
100216,TX4836,2024-03-20 08:31:00,2024-03-20 09:27:29,3389,17.34,74,41,44.87,0.56,5.0,2,52.43,Mobile,Yellow Cab
100217,TX5508,2024-04-20 02:51:00,2024-04-20 03:05:46,886,19.72,8,72,50.58,5.21,2.5,2,60.29,Credit Card,Taxi Affiliation
100218,TX7821,2024-07-21 15:05:00,2024-07-21 15:43:50,2330,1.41,53,20,6.63,3.44,2.5,2,14.57,Mobile,Taxi Affiliation
100219,TX3365,2024-03-08 04:45:00,2024-03-08 05:41:30,3390,10.99,60,8,29.63,2.41,0.0,2,34.04,No Charge,Taxi Affiliation
100220,TX2295,2024-07-22 03:38:00,2024-07-22 04:19:10,2470,3.11,58,48,10.71,2.43,0.0,2,15.14,Cash,Medallion
100221,TX2192,2024-09-21 01:31:00,2024-09-21 01:49:00,1080,1.5,25,76,6.85,3.77,5.0,0,15.62,Credit Card,Taxi Affiliation
100222,TX2922,2024-03-17 07:18:00,2024-03-17 07:45:43,1663,6.41,62,32,18.63,9.09,0.0,1,28.72,Credit Card,Taxi Affiliation
100223,TX9743,2024-11-29 10:29:00,2024-11-29 10:50:20,1280,11.27,46,40,30.3,7.76,2.5,3,43.56,Mobile,Blue Ribbon
100224,TX4328,2024-07-05 23:03:00,2024-07-05 23:41:56,2336,9.59,48,41,26.27,8.03,2.5,2,38.8,No Charge,Flash Cab
100225,TX5836,2024-07-24 01:24:00,2024-07-24 01:44:06,1206,14.95,20,26,39.13,0.16,5.0,3,47.29,Mobile,Yellow Cab
100226,TX9005,2024-05-18 13:05:00,2024-05-18 13:48:53,2633,16.75,63,59,43.45,4.99,0.0,2,50.44,Credit Card,Blue Ribbon
100227,TX9584,2024-03-02 21:03:00,2024-03-02 21:17:33,873,14.55,5,10,38.17,4.88,5.0,0,48.05,Cash,Flash Cab
100228,TX4583,2024-05-30 09:32:00,2024-05-30 09:46:23,863,16.93,65,59,43.88,2.31,0.0,0,46.19,Mobile,Flash Cab
100229,TX1257,2024-08-13 04:43:00,2024-08-13 05:31:32,2912,13.5,1,69,35.65,6.17,2.5,3,47.32,No Charge,Flash Cab
100230,TX9228,2024-01-07 08:09:00,2024-01-07 08:50:08,2468,14.58,56,23,38.24,5.36,0.0,0,43.6,Cash,Flash Cab
100231,TX5379,2024-07-10 04:08:00,2024-07-10 04:23:09,909,5.2,51,11,15.73,6.2,0.0,2,23.93,Mobile,Taxi Affiliation
100232,TX1519,2024-06-16 08:47:00,2024-06-16 09:30:34,2614,5.24,12,52,15.83,6.97,0.0,0,22.8,No Charge,Taxi Affiliation
100233,TX9189,2024-07-20 11:34:00,2024-07-20 12:11:29,2249,1.59,56,43,7.07,0.09,0.0,0,7.16,Cash,Medallion
100234,TX5441,2024-11-30 21:40:00,2024-11-30 21:47:54,474,4.98,6,10,15.2,9.01,5.0,3,32.21,Mobile,Medallion
100235,TX4394,2024-07-24 10:01:00,2024-07-24 10:50:55,2995,1.14,76,19,5.99,9.29,0.0,0,15.28,No Charge,Flash Cab
100236,TX7288,2024-04-19 05:07:00,2024-04-19 05:23:05,965,11.5,18,11,30.85,5.67,2.5,2,41.02,Mobile,Flash Cab
100237,TX6347,2024-02-05 19:35:00,2024-02-05 20:09:50,2090,5.03,4,35,15.32,0.76,5.0,3,24.08,No Charge,Taxi Affiliation
100238,TX2404,2024-03-24 07:30:00,2024-03-24 07:59:17,1757,11.28,38,32,30.32,3.75,0.0,3,37.07,Cash,Flash Cab
100239,TX6188,2024-04-07 19:34:00,2024-04-07 19:49:31,931,7.91,47,14,22.23,7.84,0.0,3,33.07,Cash,Flash Cab
100240,TX2430,2024-12-09 13:42:00,2024-12-09 14:08:02,1562,9.17,24,56,25.26,7.61,0.0,1,33.87,No Charge,Medallion
100241,TX6315,2024-07-21 05:23:00,2024-07-21 06:02:58,2398,8.46,50,2,23.55,0.26,0.0,0,23.81,Mobile,Taxi Affiliation
100242,TX7237,2024-05-21 10:38:00,2024-05-21 11:36:11,3491,2.15,22,18,8.41,9.01,0.0,1,18.42,Mobile,Blue Ribbon
100243,TX5911,2024-04-07 23:22:00,2024-04-08 00:00:39,2319,3.35,62,10,11.29,1.67,0.0,3,15.96,Mobile,Blue Ribbon
100244,TX8501,2024-12-10 00:44:00,2024-12-10 01:05:50,1310,14.56,14,18,38.19,4.96,5.0,1,49.15,Mobile,Flash Cab
100245,TX6484,2024-12-11 16:56:00,2024-12-11 17:28:00,1920,6.98,56,77,20.0,6.2,0.0,3,29.2,Credit Card,Blue Ribbon
100246,TX7524,2024-04-27 00:00:00,2024-04-27 00:46:10,2770,18.97,41,38,48.78,2.01,0.0,1,51.79,No Charge,Medallion
100247,TX2865,2024-10-11 22:59:00,2024-10-11 23:20:32,1292,6.85,73,26,19.69,2.8,2.5,2,26.99,Credit Card,Medallion
100248,TX2133,2024-01-11 01:11:00,2024-01-11 02:05:38,3278,9.5,53,64,26.05,7.08,2.5,2,37.63,Credit Card,Blue Ribbon
100249,TX8357,2024-03-29 08:48:00,2024-03-29 09:10:14,1334,13.34,77,62,35.27,7.15,2.5,0,44.92,No Charge,Medallion
100250,TX2791,2024-07-03 16:50:00,2024-07-03 17:42:13,3133,8.66,32,46,24.03,0.37,0.0,0,24.4,Credit Card,Medallion
100251,TX8052,2024-01-17 09:04:00,2024-01-17 09:47:26,2606,19.68,14,2,50.48,6.77,2.5,2,61.75,Cash,Blue Ribbon
100252,TX8303,2024-03-22 01:52:00,2024-03-22 02:31:51,2391,15.06,48,51,39.39,5.58,5.0,1,50.97,No Charge,Medallion
100253,TX5840,2024-09-08 15:07:00,2024-09-08 15:46:09,2349,3.44,54,11,11.51,9.98,2.5,0,23.99,Cash,Yellow Cab
100254,TX6706,2024-05-07 01:44:00,2024-05-07 02:10:17,1577,7.19,61,13,20.51,7.84,5.0,3,36.35,No Charge,Taxi Affiliation
100255,TX6620,2024-04-26 08:40:00,2024-04-26 08:49:35,575,6.36,14,22,18.51,8.1,0.0,0,26.61,Credit Card,Medallion
100256,TX7636,2024-03-04 18:23:00,2024-03-04 19:05:40,2560,3.62,24,24,11.94,5.6,2.5,1,21.04,No Charge,Taxi Affiliation
100257,TX7370,2024-01-11 21:05:00,2024-01-11 22:00:20,3320,12.48,1,28,33.2,1.97,5.0,3,43.17,Credit Card,Blue Ribbon
100258,TX6993,2024-10-01 03:55:00,2024-10-01 04:48:02,3182,16.27,42,26,42.3,0.63,0.0,1,43.93,No Charge,Flash Cab
100259,TX7431,2024-04-05 18:28:00,2024-04-05 19:18:47,3047,17.32,76,15,44.82,5.28,0.0,3,53.1,Mobile,Blue Ribbon
100260,TX3194,2024-11-04 02:14:00,2024-11-04 02:50:15,2175,12.54,41,16,33.35,8.14,0.0,0,41.49,Credit Card,Blue Ribbon
100261,TX3258,2024-02-12 19:54:00,2024-02-12 20:11:29,1049,7.78,74,50,21.92,1.41,2.5,3,28.83,No Charge,Yellow Cab
100262,TX9022,2024-06-26 10:35:00,2024-06-26 11:23:23,2903,10.98,37,18,29.6,9.19,0.0,1,39.79,Credit Card,Blue Ribbon
100263,TX3236,2024-11-02 19:22:00,2024-11-02 19:57:47,2147,12.58,25,50,33.44,8.66,0.0,3,45.1,No Charge,Taxi Affiliation
100264,TX2354,2024-09-06 12:58:00,2024-09-06 13:36:34,2314,8.6,73,4,23.89,8.4,2.5,1,35.79,Credit Card,Blue Ribbon
100265,TX9369,2024-01-13 03:41:00,2024-01-13 04:04:45,1425,4.88,15,74,14.96,2.89,2.5,3,23.35,Cash,Blue Ribbon
100266,TX9951,2024-10-09 11:02:00,2024-10-09 11:44:04,2524,16.55,28,55,42.97,3.67,0.0,3,49.64,Cash,Yellow Cab
100267,TX2923,2024-04-18 15:25:00,2024-04-18 15:32:12,432,9.27,31,27,25.5,3.49,0.0,3,31.99,Mobile,Medallion
100268,TX1972,2024-08-18 15:14:00,2024-08-18 15:48:13,2053,3.74,73,45,12.23,1.39,0.0,1,14.62,Mobile,Medallion
100269,TX9428,2024-07-15 09:49:00,2024-07-15 10:05:29,989,6.81,13,18,19.59,7.04,0.0,2,28.63,No Charge,Flash Cab
100270,TX6277,2024-04-11 05:17:00,2024-04-11 06:06:46,2986,2.97,32,51,10.38,8.66,0.0,1,20.04,No Charge,Yellow Cab
100271,TX2525,2024-07-29 11:37:00,2024-07-29 12:25:10,2890,5.74,52,66,17.03,4.14,2.5,0,23.67,Mobile,Blue Ribbon
100272,TX6869,2024-06-14 19:11:00,2024-06-14 19:49:19,2299,6.88,9,69,19.76,0.02,0.0,3,22.78,No Charge,Yellow Cab
100273,TX9967,2024-06-05 16:16:00,2024-06-05 16:35:27,1167,10.15,74,17,27.61,3.23,0.0,2,32.84,No Charge,Blue Ribbon
100274,TX3035,2024-11-21 19:14:00,2024-11-21 20:05:35,3095,15.36,21,57,40.11,0.46,2.5,0,43.07,No Charge,Flash Cab
100275,TX5489,2024-06-05 00:10:00,2024-06-05 00:28:48,1128,19.92,12,47,51.06,9.09,0.0,1,61.15,Mobile,Flash Cab
100276,TX4836,2024-05-15 15:13:00,2024-05-15 16:03:21,3021,18.12,55,12,46.74,1.66,2.5,2,52.9,Cash,Flash Cab
100277,TX1152,2024-03-18 22:54:00,2024-03-18 23:31:33,2253,2.02,2,44,8.1,5.94,5.0,3,22.04,Cash,Taxi Affiliation
100278,TX2690,2024-09-09 22:32:00,2024-09-09 22:46:01,841,9.82,41,48,26.82,2.29,0.0,0,29.11,Mobile,Yellow Cab
100279,TX9691,2024-05-19 14:16:00,2024-05-19 15:13:48,3468,16.36,73,2,42.51,8.74,0.0,0,51.25,Credit Card,Taxi Affiliation
100280,TX4559,2024-05-08 02:43:00,2024-05-08 03:37:19,3259,4.65,12,13,14.41,7.48,2.5,3,27.39,Credit Card,Flash Cab
100281,TX5059,2024-08-02 21:46:00,2024-08-02 22:40:50,3290,7.99,36,11,22.43,9.63,0.0,1,33.06,Credit Card,Medallion
100282,TX4366,2024-08-07 01:36:00,2024-08-07 02:21:57,2757,14.56,67,66,38.19,2.85,0.0,2,43.04,Credit Card,Taxi Affiliation
100283,TX7322,2024-04-17 20:29:00,2024-04-17 21:18:06,2946,1.56,15,31,6.99,8.98,0.0,3,18.97,No Charge,Medallion
100284,TX3162,2024-01-27 02:30:00,2024-01-27 03:11:03,2463,17.83,50,73,46.04,0.12,0.0,2,48.16,No Charge,Blue Ribbon
100285,TX2106,2024-07-18 04:08:00,2024-07-18 04:59:37,3097,3.87,2,34,12.54,4.71,0.0,0,17.25,Credit Card,Flash Cab
100286,TX7939,2024-12-02 03:37:00,2024-12-02 03:46:07,547,19.0,52,11,48.85,3.98,0.0,3,55.83,Credit Card,Blue Ribbon
100287,TX7401,2024-01-31 16:28:00,2024-01-31 16:54:09,1569,2.04,76,9,8.15,9.21,0.0,2,19.36,Mobile,Taxi Affiliation
100288,TX8428,2024-09-23 00:28:00,2024-09-23 00:49:17,1277,1.63,8,40,7.16,0.86,2.5,0,10.52,Credit Card,Flash Cab
100289,TX9568,2024-01-05 20:40:00,2024-01-05 21:33:19,3199,3.18,67,34,10.88,0.11,2.5,2,15.49,Credit Card,Blue Ribbon
100290,TX6488,2024-02-16 11:08:00,2024-02-16 12:04:11,3371,15.73,55,35,41.0,2.69,0.0,0,43.69,Cash,Blue Ribbon
100291,TX1908,2024-09-16 14:22:00,2024-09-16 15:06:21,2661,12.74,64,73,33.83,4.96,5.0,2,45.79,Credit Card,Blue Ribbon
100292,TX9336,2024-02-27 12:35:00,2024-02-27 12:57:24,1344,15.58,1,6,40.64,8.94,0.0,1,50.58,Cash,Yellow Cab
100293,TX7870,2024-01-17 23:47:00,2024-01-18 00:24:12,2232,7.6,29,42,21.49,9.2,0.0,0,30.69,Credit Card,Taxi Affiliation
100294,TX2956,2024-11-29 16:51:00,2024-11-29 17:45:10,3250,6.74,65,7,19.43,8.26,5.0,2,34.69,Credit Card,Yellow Cab
100295,TX5625,2024-10-20 02:24:00,2024-10-20 03:04:12,2412,19.64,40,42,50.39,9.54,0.0,3,62.93,Cash,Medallion
100296,TX8600,2024-06-15 13:06:00,2024-06-15 13:11:32,332,7.69,48,76,21.71,2.92,0.0,1,25.63,No Charge,Yellow Cab
100297,TX1391,2024-09-23 22:21:00,2024-09-23 23:03:18,2538,15.33,30,70,40.04,2.45,0.0,3,45.49,Mobile,Flash Cab
100298,TX4361,2024-12-12 11:52:00,2024-12-12 12:19:52,1672,0.53,68,31,4.52,6.57,0.0,0,11.09,No Charge,Taxi Affiliation
100299,TX7102,2024-01-23 01:22:00,2024-01-23 01:36:43,883,14.38,59,11,37.76,0.93,0.0,3,41.69,Cash,Medallion
100300,TX8126,2024-02-18 20:39:00,2024-02-18 21:27:30,2910,16.49,17,31,42.83,0.75,5.0,0,48.58,Mobile,Blue Ribbon
100301,TX8417,2024-11-06 01:23:00,2024-11-06 01:49:30,1590,18.56,35,30,47.79,3.93,0.0,2,53.72,Cash,Yellow Cab
100302,TX8365,2024-02-19 19:21:00,2024-02-19 20:19:14,3494,15.52,60,41,40.5,1.09,0.0,1,42.59,No Charge,Flash Cab
100303,TX5341,2024-07-14 08:58:00,2024-07-14 09:27:27,1767,19.31,16,12,49.59,2.08,0.0,3,54.67,Credit Card,Blue Ribbon
100304,TX2494,2024-10-28 03:04:00,2024-10-28 03:57:06,3186,14.09,32,46,37.07,0.4,0.0,1,38.47,No Charge,Medallion
100305,TX7625,2024-01-19 01:44:00,2024-01-19 02:35:13,3073,6.33,58,72,18.44,8.2,0.0,0,26.64,Credit Card,Flash Cab
100306,TX4641,2024-06-17 11:23:00,2024-06-17 11:34:57,717,16.18,17,26,42.08,1.4,0.0,0,43.48,No Charge,Blue Ribbon
100307,TX2228,2024-09-07 02:51:00,2024-09-07 03:39:01,2881,18.78,3,9,48.32,0.84,5.0,2,56.16,Credit Card,Taxi Affiliation
100308,TX1699,2024-10-21 21:45:00,2024-10-21 21:58:47,827,2.29,60,7,8.75,8.47,0.0,0,17.22,Credit Card,Medallion
100309,TX6799,2024-06-06 22:58:00,2024-06-06 23:52:27,3267,8.2,28,24,22.93,0.29,2.5,1,26.72,Mobile,Blue Ribbon
100310,TX9173,2024-06-11 15:18:00,2024-06-11 15:33:08,908,1.18,53,71,6.08,6.19,0.0,2,14.27,No Charge,Flash Cab
100311,TX9907,2024-02-02 04:31:00,2024-02-02 04:55:05,1445,7.97,3,49,22.38,4.19,5.0,1,32.57,Mobile,Taxi Affiliation
100312,TX7363,2024-07-17 12:04:00,2024-07-17 13:02:20,3500,9.95,35,24,27.13,9.13,5.0,2,43.26,Cash,Blue Ribbon
100313,TX8728,2024-08-05 15:40:00,2024-08-05 15:59:57,1197,1.07,68,46,5.82,8.11,0.0,0,13.93,Credit Card,Yellow Cab
100314,TX7363,2024-02-06 16:59:00,2024-02-06 17:20:55,1315,13.31,46,23,35.19,2.67,0.0,1,38.86,Credit Card,Yellow Cab
100315,TX6761,2024-08-03 23:30:00,2024-08-03 23:56:42,1602,16.22,73,73,42.18,6.98,5.0,0,54.16,Credit Card,Medallion
100316,TX3876,2024-12-11 12:58:00,2024-12-11 13:15:51,1071,16.82,63,5,43.62,8.1,2.5,2,56.22,Cash,Flash Cab
100317,TX4300,2024-03-25 22:41:00,2024-03-25 23:27:04,2764,4.77,17,44,14.7,5.26,0.0,2,21.96,Credit Card,Blue Ribbon
100318,TX9622,2024-01-22 22:24:00,2024-01-22 22:30:29,389,3.38,47,10,11.36,7.05,0.0,0,18.41,Mobile,Taxi Affiliation
100319,TX8982,2024-08-01 14:41:00,2024-08-01 14:52:53,713,7.06,41,23,20.19,3.23,0.0,3,26.42,Mobile,Yellow Cab
100320,TX3911,2024-08-30 13:30:00,2024-08-30 14:15:12,2712,16.38,1,74,42.56,3.78,0.0,1,47.34,No Charge,Medallion
100321,TX2705,2024-01-13 00:57:00,2024-01-13 01:14:25,1045,12.25,64,19,32.65,9.21,5.0,1,47.86,Mobile,Flash Cab
100322,TX8317,2024-03-27 21:38:00,2024-03-27 22:06:40,1720,19.66,2,34,50.43,1.68,0.0,2,54.11,Credit Card,Yellow Cab
100323,TX7323,2024-09-09 15:03:00,2024-09-09 15:12:37,577,7.33,57,54,20.84,7.87,0.0,0,28.71,Credit Card,Taxi Affiliation
100324,TX3664,2024-06-28 18:36:00,2024-06-28 19:06:51,1851,7.35,58,10,20.89,3.75,2.5,1,28.14,Cash,Blue Ribbon
100325,TX7151,2024-01-08 13:26:00,2024-01-08 13:52:45,1605,5.59,21,10,16.67,1.05,0.0,1,18.72,Cash,Blue Ribbon
100326,TX8113,2024-08-04 12:43:00,2024-08-04 13:29:53,2813,17.92,21,7,46.26,7.05,2.5,1,56.81,Cash,Blue Ribbon
100327,TX5612,2024-03-16 02:07:00,2024-03-16 02:24:58,1078,8.48,39,31,23.6,5.54,5.0,2,36.14,Cash,Flash Cab
100328,TX1062,2024-05-23 07:13:00,2024-05-23 07:57:01,2641,11.22,55,12,30.18,4.91,0.0,2,37.09,Mobile,Medallion
100329,TX8758,2024-06-24 03:10:00,2024-06-24 03:28:37,1117,2.39,15,40,8.99,2.07,0.0,0,11.06,No Charge,Taxi Affiliation
100330,TX7078,2024-06-27 07:47:00,2024-06-27 08:37:07,3007,5.67,49,48,16.86,6.42,2.5,1,26.78,Credit Card,Taxi Affiliation
100331,TX3476,2024-01-17 11:52:00,2024-01-17 12:14:58,1378,9.07,13,11,25.02,2.63,0.0,0,27.65,Mobile,Medallion
100332,TX9773,2024-05-30 23:28:00,2024-05-31 00:24:38,3398,12.0,61,74,32.05,5.54,2.5,3,43.09,Credit Card,Taxi Affiliation
100333,TX2970,2024-04-19 01:24:00,2024-04-19 01:34:23,623,8.2,58,23,22.93,8.54,0.0,1,32.47,Credit Card,Yellow Cab
100334,TX3422,2024-10-21 14:26:00,2024-10-21 14:44:09,1089,2.96,77,34,10.35,4.23,2.5,1,18.08,Mobile,Flash Cab
100335,TX1202,2024-02-01 22:27:00,2024-02-01 22:58:29,1889,11.35,76,67,30.49,5.52,0.0,3,39.01,No Charge,Flash Cab
100336,TX2654,2024-05-31 03:27:00,2024-05-31 03:42:12,912,3.39,37,69,11.39,5.88,0.0,0,17.27,Mobile,Taxi Affiliation
100337,TX3821,2024-04-06 10:03:00,2024-04-06 10:34:08,1868,13.27,36,52,35.1,5.72,2.5,0,43.32,Credit Card,Medallion
100338,TX1807,2024-08-09 20:30:00,2024-08-09 21:21:28,3088,14.03,61,35,36.92,0.39,0.0,1,38.31,Mobile,Flash Cab
100339,TX4734,2024-05-03 06:19:00,2024-05-03 07:18:10,3550,6.41,18,39,18.63,2.8,2.5,0,23.93,No Charge,Blue Ribbon
100340,TX4463,2024-04-08 08:13:00,2024-04-08 09:07:45,3285,8.63,53,63,23.96,6.46,0.0,3,33.42,Mobile,Flash Cab
100341,TX3222,2024-07-06 20:29:00,2024-07-06 21:28:01,3541,3.6,68,73,11.89,3.11,5.0,3,23.0,Cash,Yellow Cab
100342,TX6904,2024-03-11 10:23:00,2024-03-11 10:41:42,1122,16.82,26,36,43.62,2.49,2.5,0,48.61,Mobile,Taxi Affiliation
100343,TX7102,2024-07-03 03:51:00,2024-07-03 04:23:05,1925,12.89,63,77,34.19,1.24,0.0,1,36.43,No Charge,Yellow Cab
100344,TX2480,2024-11-13 04:22:00,2024-11-13 04:59:23,2243,11.94,37,4,31.91,3.5,0.0,2,37.41,No Charge,Flash Cab
100345,TX4387,2024-02-29 13:30:00,2024-02-29 14:14:03,2643,15.71,35,53,40.95,2.14,0.0,1,44.09,Cash,Flash Cab
100346,TX5135,2024-06-21 20:43:00,2024-06-21 20:57:01,841,13.12,40,36,34.74,6.01,0.0,1,41.75,No Charge,Taxi Affiliation
100347,TX2676,2024-11-06 07:16:00,2024-11-06 07:44:48,1728,9.45,1,66,25.93,2.18,0.0,3,31.11,Mobile,Medallion
100348,TX2045,2024-08-23 22:33:00,2024-08-23 23:18:32,2732,12.38,44,36,32.96,2.98,0.0,3,38.94,Mobile,Blue Ribbon
100349,TX3456,2024-04-05 07:56:00,2024-04-05 08:45:47,2987,14.37,67,31,37.74,8.92,0.0,1,47.66,Cash,Medallion
100350,TX5843,2024-05-27 09:03:00,2024-05-27 09:53:05,3005,6.73,34,54,19.4,1.4,0.0,3,23.8,No Charge,Taxi Affiliation
100351,TX4643,2024-09-25 11:39:00,2024-09-25 11:46:24,444,11.87,69,61,31.74,9.95,0.0,2,43.69,Mobile,Medallion
100352,TX2599,2024-04-19 13:08:00,2024-04-19 13:24:36,996,16.89,61,17,43.79,8.76,0.0,2,54.55,Mobile,Medallion
100353,TX6820,2024-10-05 00:28:00,2024-10-05 00:45:29,1049,18.97,29,40,48.78,9.0,0.0,1,58.78,No Charge,Blue Ribbon
100354,TX1879,2024-05-15 13:48:00,2024-05-15 14:10:47,1367,11.92,75,75,31.86,4.64,0.0,3,39.5,Cash,Taxi Affiliation
100355,TX7768,2024-11-20 01:55:00,2024-11-20 02:13:16,1096,10.26,7,20,27.87,8.67,2.5,2,41.04,Credit Card,Yellow Cab
100356,TX6183,2024-05-05 00:17:00,2024-05-05 00:49:56,1976,19.75,24,11,50.65,8.93,2.5,1,63.08,No Charge,Blue Ribbon
100357,TX4430,2024-08-18 00:02:00,2024-08-18 00:19:04,1024,6.61,22,74,19.11,0.58,2.5,2,24.19,Credit Card,Taxi Affiliation
100358,TX7609,2024-10-13 03:16:00,2024-10-13 04:13:07,3427,15.71,55,62,40.95,1.29,2.5,3,47.74,No Charge,Flash Cab
100359,TX9700,2024-01-14 23:38:00,2024-01-15 00:19:26,2486,4.39,25,3,13.79,3.73,0.0,2,19.52,Cash,Yellow Cab
100360,TX9246,2024-03-23 15:08:00,2024-03-23 16:00:20,3140,17.6,76,40,45.49,3.12,0.0,3,51.61,Credit Card,Flash Cab
100361,TX8105,2024-10-27 04:51:00,2024-10-27 04:59:07,487,6.31,18,44,18.39,2.91,5.0,2,28.3,No Charge,Blue Ribbon
100362,TX4742,2024-09-30 08:36:00,2024-09-30 08:53:51,1071,3.72,29,17,12.18,9.07,2.5,0,23.75,Credit Card,Flash Cab
100363,TX5190,2024-08-02 22:48:00,2024-08-02 23:27:26,2366,3.8,69,7,12.37,3.67,0.0,3,19.04,Cash,Flash Cab
100364,TX3024,2024-08-26 04:57:00,2024-08-26 05:03:20,380,1.44,71,33,6.71,1.16,2.5,3,13.37,No Charge,Yellow Cab
